"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ukraine","UKR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.04","0.09","0.19","0.32","0.44","0.52","0.53","0.56","0.6","0.62","0.59","0.58","0.54","0.51","0.46","0.43","0.4","0.37","0.34","0.31","0.31","0.31","0.3","0.3","0.3","0.3","0.29","0.29","0.28","",
"Upper middle income","UMC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17","0.15","0.15","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.15","0.14","0.14","0.13","0.13","0.13","0.12","0.12","0.12","0.12","0.11","","",
"Uzbekistan","UZB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.03","0.03","0.04","0.05","0.05","0.09","0.09","0.1","0.11","0.12","0.12","0.13","0.14","0.14","0.14","0.14","0.15","0.14","0.14","0.14","0.13","",
"St. Vincent and the Grenadines","VCT","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.11","0.12","0.14","0.16","0.18","0.21","0.25","0.29","0.34","0.38","0.41","0.43","0.43","0.42","0.39","0.36","0.33","0.31","0.29","0.27","0.25","0.24","0.22","0.21","0.2","0.2","0.19","0.19","0.19","",
"British Virgin Islands","VGB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.03","0.06","0.11","0.17","0.22","0.25","0.27","0.28","0.3","0.3","0.31","0.32","0.32","0.31","0.29","0.27","0.25","0.22","0.2","0.18","0.17","0.15","0.13","0.12","0.11","0.09","0.07","0.06","0.05","",
"Vanuatu","VUT","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","0.41","0.45","0.47","0.49","0.49","0.48","0.48","0.48","0.47","0.45","0.43","0.42","0.4","0.38","0.37","0.36","0.35","0.34","0.33","0.32","0.3","0.29","0.28","0.27","0.26","0.25","0.24","0.23","0.22","",
"Samoa","WSM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","",
"South Africa","ZAF","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.96","3.19","4.76","6.49","8.15","9.68","10.85","11.93","12.68","13.17","13.37","13.36","13.19","13.02","12.89","12.67","12.33","11.82","11.11","10.29","9.48","8.67","7.95","7.16","6.6","5.94","5.45","4.98","4.38","3.98","",
"Zambia","ZMB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.45","12.74","12.74","12.14","11.74","10.91","10.22","9.71","9.21","8.75","8.3","7.88","7.53","7.21","6.74","6.29","5.98","5.8","5.37","5.21","5.03","4.87","4.69","4.55","4.38","4.11","3.85","3.67","3.52","3.17","",
"Zimbabwe","ZWE","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.07","25.46","25.05","23.63","21.59","19.18","17.16","15.2","13.87","12.6","11.48","10.61","9.88","9.2","8.67","8.14","7.8","7.45","7.18","6.85","6.39","5.66","4.88","4.56","4.23","3.91","3.58","3.26","2.87","2.81","",
